budget,house_idx,baseline_price,optimized_price,spent,profit,roi,price_increase_pct
150000,1904,182467.390625,314669.6239992761,63272.0,68930.23337427608,1.0894271300776976,72.45252585760545
150000,285,167444.28125,320469.82302627014,48883.0,104142.54177627014,2.130444976295852,91.3889328640599
150000,130,117688.390625,217796.2737051215,20712.0,79395.88308012151,3.8333276883025063,85.06181667408752
150000,2186,158472.078125,401875.00328796724,139492.0,103910.92516296724,0.7449239036143094,153.59357184107554
150000,743,163976.484375,315319.58907143376,82895.0,68448.10469643376,0.8257205464314344,92.29561499216265
150000,741,209487.921875,426376.0585400385,114670.0,102218.13666503847,0.891411325237974,103.53252575318119
150000,697,196742.34375,381727.42903646524,85560.0,99425.08528646524,1.1620510201784156,94.02403252932949
150000,2141,201345.359375,394946.98937658226,68618.99986525229,124982.63013632997,1.8213997636479606,96.15400653014542
150000,261,201654.5625,454151.5181339283,141199.0,111297.9556339283,0.7882347299480046,125.2126173113134
150000,2175,232779.671875,435139.4912425231,89294.0,113065.81936752307,1.2662196717307217,86.9319119395391
150000,2358,232721.515625,477731.16443624865,117153.0,127856.64881124865,1.0913647009572838,105.28018784737093
150000,1807,225973.9375,523319.9049693938,148480.0,148865.9674693938,1.0025994576333095,131.58418654779328
150000,260,232097.15625,345942.7017853438,11452.0,102393.54553534382,8.941105967110008,49.05081448422263
150000,1740,284585.125,654933.7204350525,149449.0,220899.59543505253,1.4780934996892086,130.1363152536706
150000,1213,249628.34375,577165.4361054788,141297.0,186240.0923554788,1.3180753473568356,131.20989685510375
150000,57,254157.171875,547460.1093735943,142742.0,150560.93749859428,1.0547767125204515,115.4021880770876
150000,56,301340.15625,633510.5831151506,144974.0,187196.42686515057,1.2912413733852317,110.23105284035657
150000,317,254713.328125,496939.75495057064,86916.0,155310.42682557064,1.7869026051080428,95.09766473888581
150000,805,349940.40625,716052.2977589867,138126.0,227985.8915089867,1.6505646403210599,104.6212112034395
150000,830,376735.78125,781331.5004458528,111960.0,292635.71919585275,2.6137524043931113,107.39508677763874
150000,1650,309309.3125,597773.5360879067,110063.0,178401.2235879067,1.6209009711520372,93.26076258628866
150000,1868,312028.25,750108.4209003547,146902.0,291178.17090035474,1.9821253005429111,140.39759890341813
150000,58,330657.15625,697666.6354157312,145537.0,221472.47916573123,1.5217606461980886,110.99396224415791
150000,1763,746987.1875,943793.8956364655,7881.0,188925.70813646552,23.972301501898936,26.34673143392644
150000,505,374357.6875,735882.7038933622,144450.0,217075.0163933622,1.5027692377525939,96.57208292092632
150000,2274,500184.84375,1029439.8246474959,149819.0,379435.9808974959,2.5326292452726014,105.81187885053663
150000,2078,347285.375,766061.8359767671,132922.0,285854.4609767671,2.1505428821170844,120.58568863625976
150000,2258,377233.71875,758339.3141079957,86577.0,294528.5953579957,3.4019265550665385,101.02638667106045
200000,1904,182467.390625,314669.62401306245,63272.0,68930.23338806245,1.089427130295588,72.45252586516098
200000,285,167444.28125,477768.07639745885,199472.0,110851.79514745885,0.5557260926218158,185.32958715032785
200000,130,117688.390625,217796.34333318597,20712.0,79395.95270818597,3.8333310500282916,85.06187583715713
200000,2186,158472.078125,465969.7707166677,199418.0,108079.6925916677,0.5419756119892272,194.03903591717835
200000,743,163976.484375,315319.5890714335,82895.0,68448.10469643353,0.8257205464314317,92.29561499216251
200000,741,209487.921875,426376.2830145798,114670.0,102218.36113957979,0.8914132828078817,103.53263290711128
200000,697,196742.34375,381727.3666812052,85560.0,99425.02293120523,1.1620502913885604,94.02400083546082
200000,2141,201345.359375,394946.83110252157,68619.0,124982.47172752157,1.8213974515443472,96.1539279218968
200000,261,201654.5625,454151.5564873981,141199.0,111297.9939873981,0.7882350015750685,125.21263633070446
200000,2175,232779.671875,545023.6946690828,196044.0,116200.02279408276,0.5927241986190996,134.1371522173784
200000,2358,232721.515625,477731.334234467,117153.0,127856.81860946701,1.0913661503287753,105.28026080934777
200000,1807,225973.9375,580503.5560428706,190456.0,164073.61854287062,0.8614778139983545,156.8896052638241
200000,260,232097.15625,345942.86301803973,11452.0,102393.70676803973,8.941120046108953,49.05088395198282
200000,1740,284585.125,749934.3856566359,198059.0,267290.26065663586,1.34954867315616,163.51847646873176
200000,1213,249628.34375,662434.0843118847,198008.0,214797.7405618847,1.0847932435148313,165.36813663087275
200000,57,254157.171875,595262.3529353729,183314.0,157791.18106037285,0.8607699415231398,134.2103307744295
200000,56,301340.15625,653747.4436978205,163496.0,188911.28744782053,1.1554489862003996,116.9466730997026
200000,317,254713.328125,596676.6125649854,183213.0,158750.2844399854,0.8664793679487013,134.25417780736143
200000,805,349940.40625,741031.5472629375,161002.0,230089.14101293753,1.4291073465729465,111.759355029593
200000,830,376735.78125,781331.5850861591,111960.0,292635.80383615906,2.6137531603801274,107.39510924439408
200000,1650,309309.3125,681686.5369963195,184608.0,187769.22449631954,1.0171239843144368,120.38991696905974
200000,1868,312028.25,750109.0,146902.0,291178.75,1.9821292426243347,140.39778449547438
200000,58,330657.15625,761317.4894535432,199967.0,230693.3332035432,1.1536570194259212,130.2437661073737
200000,1763,746987.1875,943793.8956364664,7881.0,188925.70813646645,23.972301501899054,26.346731433926564
200000,505,374357.6875,813103.1278702875,198425.0,240320.4403702875,1.2111399287906641,117.19952735584936
200000,2274,500184.84375,1030299.687539233,150519.0,379595.843789233,2.521913139133485,105.9837878762661
200000,2078,347285.375,828977.185145075,186622.0,295069.81014507497,1.5811094626843296,138.702014199439
200000,2258,377233.71875,758341.6728464133,86577.0,294530.95409641333,3.401953799466525,101.02701194348454
250000,1904,182467.390625,314669.62399927597,63272.0,68930.23337427597,1.0894271300776956,72.4525258576054
250000,285,167444.28125,536284.9350249036,248362.0,120478.65377490362,0.4850929440691556,220.2766502513227
250000,130,117688.390625,217796.12226241195,20712.0,79395.73163741195,3.8333203764683255,85.06168799299269
250000,2186,158472.078125,521726.9099465242,249631.0,113623.83182152419,0.45516715400540875,229.22323990412693
250000,743,163976.484375,315319.5890372099,82895.0,68448.10466220992,0.8257205460185768,92.29561497129147
250000,741,209487.921875,557256.001630698,241960.0,105808.07975569798,0.43729575035418244,166.00865417110242
250000,697,196742.34375,381728.0,85560.0,99425.65625,1.16205769343151,94.02432273809892
250000,2141,201345.359375,572230.5924399251,242830.0,128055.23306492507,0.5273451923770748,184.20351689067832
250000,261,201654.5625,563090.5389959313,249691.0,111744.97649593127,0.4475330568419818,179.2352089707523
250000,2175,232779.671875,545025.6504689851,196044.0,116201.97859398508,0.5927341749504452,134.1379924109772
250000,2358,232721.515625,609257.5737485361,244955.0,131581.05812353606,0.5371642061747507,161.79683993218498
250000,1807,225973.9375,642216.6918830267,236045.0,180197.75438302674,0.7634042423394977,184.1994519314984
250000,260,232097.15625,345942.9444102005,11452.0,102393.78816020052,8.941127153353172,49.05091902012501
250000,1740,284585.125,749934.3674305262,198059.0,267290.2424305262,1.349548581132522,163.51847006428258
250000,1213,249628.34375,703179.1045551932,221708.0,231842.76080519322,1.045712201658006,181.69040982758722
250000,57,254157.171875,682682.2429387943,249532.0,178993.0710637943,0.7173150981188557,168.6063265114361
250000,56,301340.15625,750493.3893023524,238507.0,210646.23305235244,0.8831867955756117,149.05190155928727
250000,317,254713.328125,666183.0038835577,249031.0,162438.67575855774,0.6522829517552342,161.54226352718769
250000,805,349940.40625,741031.5823295652,161002.0,230089.1760795652,1.4291075643753817,111.75936505033567
250000,830,376735.78125,781331.8066254853,111960.0,292636.0253754853,2.6137551391165177,107.3951680493543
250000,1650,309309.3125,681686.6317848035,184608.0,187769.31928480347,1.0171244977725964,120.38994761426831
250000,1868,312028.25,825067.7460266433,217855.0,295184.4960266433,1.3549585551244787,164.42084844133288
250000,58,330657.15625,815382.9567183575,249882.0,234843.8004683575,0.9398187963453051,146.59468011086105
250000,1763,746987.1875,943793.8956364659,7881.0,188925.70813646587,23.97230150189898,26.346731433926486
250000,505,374357.6875,819366.0079516275,203894.0,241114.3204516275,1.182547404296485,118.87249422429116
250000,2274,500184.84375,1030299.6875392327,150519.0,379595.84378923266,2.5219131391334826,105.98378787626604
250000,2078,347285.375,828977.5674231157,186622.0,295070.1924231157,1.58111151109256,138.7021242754941
250000,2258,377233.71875,758342.3992423427,86577.0,294531.6804923427,3.4019621896386187,101.02720450207441
